TITULO_ORIGINAL,TITULO_BRASIL,RAZAO_SOCIAL_DISTRIBUIDORA,PAIS_OBRA,PUBLICO,ANO
THE BIG SHORT,A GRANDE APOSTA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,511665,2016
THE BIG SHRINK,AVENTURA EM MINIATURA,LANCA DISTRIBUIDORA DE FILMES LTDA,CHINA,3758,2020
THE BIG SICK,DOENTES DE AMOR,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,10414,2017
THE BIKERIDERS,CLUBE DOS VÂNDALOS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,29252,2024
THE BIRTH OF A NATION,O NASCIMENTO DE UMA NAÇÃO,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,5648,"2016, 2017"
THE BLACK DEMON,O DEMÔNIO DOS MARES,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,REPÚBLICA DOMINICANA,27761,2023
THE BLACK PHONE,O TELEFONE PRETO,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,1297459,2022
THE BLING RING,BLING RING - A GANGUE DE HOLLYWOOD,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,FRANÇA,139,"2014, 2015"
THE BODYGUARD,O GUARDA-COSTAS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,55,"2020, 2023"
THE BOOGEYMAN,BOOGEYMAN: SEU MEDO É REAL,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,77574,2023
THE BOOK OF LIFE,FESTA NO CÉU,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,1059198,"2014, 2015"
THE BOOK OF WONDERS,O LIVRO DOS SONHOS,SM DISTRIBUIDORA DE FILMES LTDA,FRANÇA,5474,2023
THE BOOK THIEF,A MENINA QUE ROUBAVA LIVROS,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,1406953,2014
THE BOOKSHOP,A LIVRARIA,CINEMATOGRÁFICA DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,38135,2018
THE BOSS BABY,O PODEROSO CHEFINHO,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,3224553,"2017, 2018"
THE BOSS BABY: FAMILY BUSINESS,O PODEROSO CHEFINHO 2: NEGÓCIOS DA FAMÍLIA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,708821,"2021, 2022, 2023"
THE BOXTROLLS,OS BOXTROLLS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,309120,"2014, 2015"
THE BOY,BONECO DO MAL,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,341069,2016
THE BOY AND THE HERON,O MENINO E A GARÇA,SA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA,JAPÃO,437148,2024
THE BOY NEXT DOOR,O GAROTO DA CASA AO LADO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,78075,2015
THE BRA,DE QUEM É O SUTIÃ?,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ALEMANHA,3514,2020
THE BREAKFAST CLUB,CLUBE DOS CINCO,CINEMARK BRASIL S.A,ESTADOS UNIDOS,3695,2015
THE BROKEN CIRCLE BREAKDOWN,ALABAMA MONROE,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,BÉLGICA,24774,2014
THE BUTLER,O MORDOMO DA CASA BRANCA,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,5049,"2014, 2015"
THE CAKEMAKER,O CONFEITEIRO,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,35402,"2018, 2019, 2021, 2022"
THE CALL,ÚLTIMA CHAMADA,CINEMARK BRASIL S.A,ESTADOS UNIDOS,101451,2022
THE CAPTAIN,O COMANDANTE: PÂNICO NAS ALTURAS,SM DISTRIBUIDORA DE FILMES LTDA,CHINA,5,2021
THE CAPTIVE,À PROCURA,WMIX DISTRIBUIDORA LTDA.,CANADÁ,4923,2014
THE CASE FOR CHRIST,EM DEFESA DE CRISTO,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,115358,"2017, 2018"
THE CHILDREN ACT,UM ATO DE ESPERANÇA,A2 DISTRIBUIDORA DE FILMES LTDA EPP,ESTADOS UNIDOS,19580,2019
THE CHOICE,A ESCOLHA,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,69066,"2016, 2020"
THE CHOSEN,THE CHOSEN - OS ESCOLHIDOS - TEMPORADA 4,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,716843,2024
THE CHOSEN,THE CHOSEN - OS ESCOLHIDOS - TEMPORADA 4 - PARTE 2,CINEMARK BRASIL S.A,ESTADOS UNIDOS,114826,2023
THE CHOSEN,THE CHOSEN - OS ESCOLHIDOS - TEMPORADA 4 - PARTE 2,SM DISTRIBUIDORA DE FILMES LTDA,,111432,2024
THE CHOSEN,THE CHOSEN - OS ESCOLHIDOS - TEMPORADA 4 - PARTE 3,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,66418,2024
THE CHOSEN,THE CHOSEN - OS ESCOLHIDOS - TEMPORADA 4 - PARTE 4,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,51237,2024
THE CIRCLE,O CÍRCULO,WMIX DISTRIBUIDORA LTDA.,EMIRADOS ÁRABES UNIDOS,471435,2017
THE CLEANERS,,FILMART PRODUÇÕES ARTISTICAS LTDA,ALEMANHA,428,2019
THE COBBLER,TROCANDO OS PÉS,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,319199,2015
THE COLLINI CASE,O CASO COLLINI,A2 DISTRIBUIDORA DE FILMES LTDA EPP,ALEMANHA,1435,"2020, 2021"
THE COLOR PURPLE,A COR PÚRPURA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,39318,2024
THE COMEBACK TRAIL,VIGARISTAS EM HOLLYWOOD,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,10465,2021
THE COMMUTER,O PASSAGEIRO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,329596,2018
THE CONFERENCE / DIE WANNSEEKONFERENZ,A CONFERÊNCIA,A2 DISTRIBUIDORA DE FILMES LTDA EPP,ALEMANHA,1177,2022
THE CONGRESS,O CONGRESSO FUTURISTA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,3743,2014
THE CONJURING,INVOCAÇÃO DO MAL,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,966,"2016, 2020"
THE CONJURING 2,INVOCAÇÃO DO MAL 2,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,3592182,"2016, 2020, 2021"
THE CONJURING: THE DEVIL MADE ME DO IT,INVOCAÇÃO DO MAL 3: A ORDEM DO DEMÔNIO,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,1841214,2021
THE COURIER,A MENSAGEIRA,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,INGLATERRA,7619,2021
THE CREATOR,RESISTÊNCIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,278991,2023
THE CROODS,OS CROODS,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,3192,"2014, 2015"
THE CROODS,OS CROODS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,436,2019
THE CROODS: A NEW AGE,OS CROODS 2: UMA NOVA ERA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,862373,"2021, 2022, 2023, 2024"
THE CROW,O CORVO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,238182,2024
THE CRUCIFIXION,EXORCISMOS E DEMÔNIOS,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,307908,2018
THE CURRENT WAR,A BATALHA DAS CORRENTES,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,21184,"2019, 2020"
THE CURSE OF LA LLORONA,A MALDIÇÃO DA CHORONA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,361841,"2019, 2020"
THE CURSED: DEAD MAN'S PREY,A MALDIÇÃO: DESPERTAR DOS MORTOS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,CORÉIA DO SUL,19507,2022
THE DANISH GIRL,A GAROTA DINAMARQUESA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ALEMANHA,386915,2016
THE DARK KNIGHT,BATMAN O CAVALEIRO DAS TREVAS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,984,"2020, 2024"
THE DARK KNIGHT RISES,BATMAN O CAVALEIRO DAS TREVAS RESSURGE,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,579,"2020, 2024"
THE DARKEST MINDS,MENTES SOMBRIAS,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,176557,2018
THE DAUGHTER,A FILHA,OMF SERVICOS & CONSULTORIA LTDA,AUSTRÁLIA,7086,"2017, 2018"
THE DAY AFTER,O DIA DEPOIS,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,CORÉIA DO SUL,4906,"2018, 2021, 2022"
THE DAY WILL COME,QUANDO O DIA CHEGAR,ANTONIO FERNANDES FILMES LTDA,DINAMARCA,1218,"2016, 2017"
THE DEATH OF STALIN,A MORTE DE STALIN,SM DISTRIBUIDORA DE FILMES LTDA,FRANÇA,13193,2018
THE DEEP,SOBREVIVENTE,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ISLÂNDIA,4298,2014
THE DEPARTED,OS INFILTRADOS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,121,"2020, 2021, 2023"
THE DESPERATE HOUR,A HORA DO DESESPERO,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,41166,2022
THE DEVIL CONSPIRACY,A PROFECIA DO MAL,WMIX DISTRIBUIDORA LTDA.,REPÚBLICA TCHECA,55540,2023
THE DEVIL'S DOORWAY,A MALDIÇÃO DA FREIRA,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,REINO UNIDO,148557,2019
THE DINNER,O JANTAR,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,19819,2017
THE DISAPPEARANCE OF ELEONOR RIGBY,DOIS LADOS DO AMOR,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,3352,2015
THE DISAPPOINTMENTS ROOM,O QUARTO DOS ESQUECIDOS,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,108862,2016
THE DIVE,SEM AR,SM DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,16140,2023
THE DIVERGENT SERIES - INSURGENT,A SERIE DIVERGENTE - INSURGENTE,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,2822120,"2015, 2016"
THE DOCTOR FROM INDIA,O MÉDICO INDIANO,CIRCUITO CINEARTE LTDA,ESTADOS UNIDOS,12903,2019
THE DOUBLE,O DUPLO,MARES FILMES EIRELI,REINO UNIDO,4299,2015
THE DRESSMAKER,A VINGANÇA ESTÁ NA MODA,WMIX DISTRIBUIDORA LTDA.,AUSTRÁLIA,33013,2016
THE DUFF,D.U.F.F.,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,1523,2015
THE ELFKINS - BAKING A DIFFERENCE,É DOCE!,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,ALEMANHA,16932,"2020, 2021"
THE EMOJI MOVIE,EMOJI - O FILME,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,1649236,"2017, 2018"
THE EMPTY MAN,O MENSAGEIRO DO ÚLTIMO DIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,103396,2021
THE END OF THE TOUR,O FINAL DA TURNÊ,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,446,2015
THE EQUALIZER,O PROTETOR,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,706600,"2014, 2015"
THE EQUALIZER 2,O PROTETOR 2,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,842926,2018
THE ESTATE,GUERRA ENTRE HERDEIROS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,2622,2023
THE EXORCISM,O EXORCISMO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,113378,2024
THE EXORCISM OF GOD,EXORCISMO SAGRADO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,394981,2022
THE EXORCIST,O EXORCISTA,CINEMARK BRASIL S.A,ESTADOS UNIDOS,3121,2015
THE EXORCIST,O EXORCISTA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,56,2023
THE EXORCIST: BELIEVER,O EXORCISTA - O DEVOTO,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,744632,2023
THE EXPENDABLES 3,OS MERCENÁRIOS 3,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,2077119,2014
THE EXPENDABLES 4,OS MERCENÁRIOS 4,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,497815,2023
THE FABELMANS,OS FABELMANS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,120698,"2023, 2024"
THE FACE OF LOVE,UMA NOVA CHANCE PARA AMAR,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,12708,"2014, 2015"
THE FALL,A QUEDA,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,103174,2022
THE FALL GUY,O DUBLÊ,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,355759,2024
THE FANTASTIC FOUR,QUARTETO FANTÁSTICO,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,1775607,"2015, 2016"
THE FATE OF THE FURIOUS,VELOZES E FURIOSOS 8,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,FRANÇA,8454985,"2017, 2020"
THE FATHER,THE FATHER,ANTONIO FERNANDES FILMES LTDA,INGLATERRA,22301,"2021, 2023"
THE FAULT IN OUR STARS,A CULPA É DAS ESTRELAS,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,6373166,"2014, 2015"
THE FAVOURITE,A FAVORITA,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,254709,2019
THE FAVOURITE,A FAVORITA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,241,2024
THE FEELING THAT THE TIME FOR DOING SOMETHING HAS PASSED,AQUELA SENSAÇÃO QUE O TEMPO DE FAZER ALGO PASSOU,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,ESTADOS UNIDOS,1096,2024
THE FINEST HOURS,HORAS DECISIVAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,91476,2016
THE FIRST DAY OF MY LIFE,O PRIMEIRO DIA DA MINHA VIDA,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,ITÁLIA,3493,2024
THE FIRST GRADER,UMA LIÇÃO DE VIDA,CANNES PRODUÇÕES S/A,ESTADOS UNIDOS,11302,2014
THE FIRST OMEN,A PRIMEIRA PROFECIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,349687,2024
THE FIRST PURGE,A PRIMEIRA NOITE DE CRIME,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,150746,2018
THE FIRST SLAM DUNK,THE FIRST SLAM DUNK,CINECOLOR DO BRASIL LTDA,JAPÃO,5065,2023
THE FIVE DEVILS,THE FIVE DEVILS,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,FRANÇA,1440,2023
THE FLASH,THE FLASH,STARK'S CINEMA E LANCHONETE LTDA.,ESTADOS UNIDOS,1008,2023
THE FLASH,THE FLASH,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,1937585,2023
THE FLORIDA PROJECT,PROJETO FLÓRIDA,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,25889,"2018, 2019"
THE FOREIGNER,O ESTRANGEIRO,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,CHINA,84880,2018
THE FOREVER PURGE,UMA NOITE DE CRIME: A FRONTEIRA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,47605,2021
THE FORGE,A FORJA,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,198338,2024
THE FOUNDER,FOME DE PODER,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,64563,2017
THE FOURTH KIND,CONTATOS DE 4º GRAU,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,54,2020
THE FRENCH DISPATCH,A CRÔNICA FRANCESA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,30750,"2021, 2022"
THE FUTURE,O FUTURO,MOSTRA INTERNACIONAL DE CINEMA LTDA,ALEMANHA,30,2017
THE GALLOWS,A FORCA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,200337,2015
THE GAMES MAKER,O INVENTOR DE JOGOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ARGENTINA,56114,2014
THE GENTLEMEN,MAGNATAS DO CRIME,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,22423,2020
THE GIFT,O PRESENTE,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,ESTADOS UNIDOS,89650,"2015, 2016"
THE GIRL IN THE BOOK,A GAROTA DO LIVRO,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,ESTADOS UNIDOS,16896,2016
THE GIRL IN THE SPIDER´S WEB,MILLENNIUM - A GAROTA NA TEIA DE ARANHA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,192596,"2018, 2019"
THE GIRL KING,A JOVEM RAINHA,MARES FILMES EIRELI,ALEMANHA,8506,2017
THE GIRL ON THE TRAIN,A GAROTA NO TREM,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,685047,2016
THE GIVER,O DOADOR DE MEMÓRIAS,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,574607,2014
THE GLASS CASTLE,O CASTELO DE VIDRO,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,25997,2017
THE GODFATHER,O PODEROSO CHEFÃO - PARTE I - RESTAURADO,CINEMARK BRASIL S.A,ESTADOS UNIDOS,17040,"2014, 2016"
THE GODFATHER,O PODEROSO CHEFÃO - PARTE I - RESTAURADO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,12059,2022
THE GODFATHER: PART II,O PODEROSO CHEFÃO - PARTE II - RESTAURADO,CINEMARK BRASIL S.A,ESTADOS UNIDOS,5158,2014
THE GOLDEN GLOVE,O BAR LUVA DOURADA,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,9505,2019
THE GOLDFINCH,O PINTASSILGO,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,6618,"2019, 2020"
THE GOLEM,A LENDA DE GOLEM,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,ISRAEL,8077,2019
THE GOOD DINOSAUR,O BOM DINOSSAURO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,3599912,"2016, 2018, 2019"
THE GOOD LIAR,A GRANDE MENTIRA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,41090,"2019, 2020"
THE GOOD MOTHER,POR TRÁS DA VERDADE,A2 DISTRIBUIDORA DE FILMES LTDA EPP,ESTADOS UNIDOS,315,2024
THE GOONIES,OS GOONIES,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,821,"2020, 2021, 2024"
THE GRAND BUDAPEST HOTEL,O GRANDE HOTEL BUDAPESTE,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,365424,"2014, 2015, 2016"
THE GRAND MASTER,O GRANDE MESTRE,ANTONIO FERNANDES FILMES LTDA,CHINA,9004,"2014, 2015, 2016"
THE GREAT ESCAPER,A GRANDE FUGA,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,FRANÇA,16886,2024
THE GREAT GATSBY,O GRANDE GATSBY,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,40,2014
THE GREAT WALL,A GRANDE MURALHA,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,1703223,"2017, 2020"
THE GREATEST SHOWMAN,O REI DO SHOW,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,595989,"2017, 2018"
THE GREATEST SHOWMAN,O REI DO SHOW,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,51,2019
THE GRINCH,O GRINCH,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,1506206,"2018, 2019"
THE GRUDGE,O GRITO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,CANADÁ,194680,2020
THE GUNMAN,O FRANCO ATIRADOR,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,129235,2015
THE HALLOW,A MALDIÇÃO DA FLORESTA,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,IRLANDA,91775,2016
THE HAND OF GOD,A MÃO DE DEUS,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,ITÁLIA,1944,"2021, 2022"
THE HAPPYTIME MURDERS,CRIMES EM HAPPYTIME,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,738,2018
THE HATE U GIVE,O ÓDIO QUE VOCÊ SEMEIA,FOX FILM DO BRASIL LTDA,ESTADOS UNIDOS,4611,"2018, 2019"
THE HATEFUL EIGHT,OS OITO ODIADOS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,719647,"2016, 2017"
THE HAUNTING OF THE QUEEN MARY,A MALDIÇÃO DO QUEEN MARY,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,61977,"2023, 2024"
THE HEALER,O QUE DE VERDADE IMPORTA,LAERCIO BOGNAR ANTONIO EIRELI,CANADÁ,343571,2018
THE HITMAN´S BODYGUARD,DUPLA EXPLOSIVA,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,239058,2017
THE HITMAN’S WIFE’S BODYGUARD,DUPLA EXPLOSIVA 2 E A PRIMEIRA-DAMA DO CRIME,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,58597,2021
THE HOBBIT: AN UNEXPECTED JOURNEY,O HOBBIT: UMA JORNADA INESPERADA,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,2767,"2014, 2020"
THE HOBBIT: BATTLE OF THE FIVE ARMIES,O HOBBIT: A BATALHA DOS CINCO EXÉRCITOS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,3653671,"2014, 2015, 2020"
THE HOBBIT: THE DESOLATION OF SMAUG,O HOBBIT: A DESOLAÇÃO DE SMAUG,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,593512,"2014, 2020"
THE HOLDOVERS,OS REJEITADOS,STARK'S CINEMA E LANCHONETE LTDA.,ESTADOS UNIDOS,333,2024
THE HOLDOVERS,OS REJEITADOS,WARNER BROS. (SOUTH) INC.,ESTADOS UNIDOS,74713,2024
THE HOMESMAN,DÍVIDA DE HONRA,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,17077,2015
THE HOUSE OF MAGIC,A MANSÃO MÁGICA,WMIX DISTRIBUIDORA LTDA.,BÉLGICA,300574,"2014, 2015, 2016"
THE HOUSE THAT JACK BUILT,A CASA QUE JACK CONSTRUIU,ANTONIO FERNANDES FILMES LTDA,ALEMANHA,24826,"2018, 2019"
THE HUMAN FLOW,HUMAN FLOW - NÃO EXISTE LAR SE NÃO HÁ PARA ONDE IR,SM DISTRIBUIDORA DE FILMES LTDA,ALEMANHA,4186,"2017, 2018"
THE HUMBLING,O ÚLTIMO ATO,ANTONIO FERNANDES FILMES LTDA,ESTADOS UNIDOS,13652,2015
THE HUNDRED FOOT JOURNEY,A 100 PASSOS DE UM SONHO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,ESTADOS UNIDOS,57565,"2014, 2019, 2024"
THE HUNGER,FOME DE VIVER,CIRCUITO CINEARTE LTDA,ESTADOS UNIDOS,2833,"2014, 2015"
THE HUNGER GAMES,JOGOS VORAZES,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,55,2015
THE HUNGER GAMES – BALLAD OF SONGBIRDS AND SNAKES,JOGOS VORAZES – A CANTIGA DOS PÁSSAROS E DAS SERPENTES,CINE CAXAMBU LTDA,ESTADOS UNIDOS,1,2023
THE HUNGER GAMES – BALLAD OF SONGBIRDS AND SNAKES,JOGOS VORAZES – A CANTIGA DOS PÁSSAROS E DAS SERPENTES,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,2032793,"2023, 2024"
THE HUNGER GAMES: MOCKINGJAY - PART 2,JOGOS VORAZES: A ESPERANÇA - O FINAL,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,4417026,"2015, 2016, 2020"
THE HUNGER GAMES: MOCKINGJAY- PART 1,JOGOS VORAZES: A ESPERANÇA - PARTE 1,SM DISTRIBUIDORA DE FILMES LTDA,ESTADOS UNIDOS,4835346,"2014, 2015"
THE HUNT,A CAÇA,ANTONIO FERNANDES FILMES LTDA,DINAMARCA,737,2014
THE HUNTED,A CAÇA,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,BÉLGICA,3440,2024
THE HUNTSMAN,O CAÇADOR E A RAINHA DE GELO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,ESTADOS UNIDOS,1625452,2016
THE HURRICANE HEIST,NO OLHO DO FURACÃO,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,222792,2018
THE HUSTLE,AS TRAPACEIRAS,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.,ESTADOS UNIDOS,90476,"2019, 2020"
THE ICE ROAD,MISSÃO RESGATE,WMIX DISTRIBUIDORA LTDA.,ESTADOS UNIDOS,88078,"2021, 2022"
THE IDENTICAL,IDÊNTICOS,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,ESTADOS UNIDOS,2320,2014
